sls_ord_num,product_key,customer_key,sls_sales,sls_quantity,sls_price,sls_order_dt,sls_ship_dt,sls_due_dt
SO72656,247,4615,55,1,55,09-12-2013,16-12-2013,21-12-2013
SO72656,244,4615,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72656,251,4615,50,1,50,09-12-2013,16-12-2013,21-12-2013
SO72656,166,4615,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72657,123,10538,2320,1,2320,09-12-2013,16-12-2013,21-12-2013
SO72658,120,10834,2295,1,2295,09-12-2013,16-12-2013,21-12-2013
SO72659,121,10836,2295,1,2295,09-12-2013,16-12-2013,21-12-2013
SO72659,174,10836,22,1,22,09-12-2013,16-12-2013,21-12-2013
SO72659,166,10836,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72659,246,10836,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72660,114,8323,565,1,565,09-12-2013,16-12-2013,21-12-2013
SO72661,115,5052,565,1,565,09-12-2013,16-12-2013,21-12-2013
SO72662,109,8303,540,1,540,09-12-2013,16-12-2013,21-12-2013
SO72662,174,8303,22,1,22,09-12-2013,16-12-2013,21-12-2013
SO72662,104,8303,10,1,10,09-12-2013,16-12-2013,21-12-2013
SO72662,295,8303,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72663,278,683,54,1,54,09-12-2013,16-12-2013,21-12-2013
SO72664,285,508,21,1,21,09-12-2013,16-12-2013,21-12-2013
SO72664,259,508,2,1,2,09-12-2013,16-12-2013,21-12-2013
SO72665,290,13994,4,1,4,09-12-2013,16-12-2013,21-12-2013
SO72665,287,13994,33,1,33,09-12-2013,16-12-2013,21-12-2013
SO72665,235,13994,24,1,24,09-12-2013,16-12-2013,21-12-2013
SO72666,282,828,25,1,25,09-12-2013,16-12-2013,21-12-2013
SO72666,289,828,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72666,245,828,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72667,283,6580,30,1,30,09-12-2013,16-12-2013,21-12-2013
SO72667,289,6580,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72667,235,6580,24,1,24,09-12-2013,16-12-2013,21-12-2013
SO72667,244,6580,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72668,104,9533,10,1,10,09-12-2013,16-12-2013,21-12-2013
SO72668,295,9533,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72668,275,9533,54,1,54,09-12-2013,16-12-2013,21-12-2013
SO72668,233,9533,24,1,24,09-12-2013,16-12-2013,21-12-2013
SO72669,104,846,10,1,10,09-12-2013,16-12-2013,21-12-2013
SO72669,295,846,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72669,245,846,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72670,104,2942,10,1,10,09-12-2013,16-12-2013,21-12-2013
SO72670,295,2942,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72670,166,2942,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72670,260,2942,120,1,120,09-12-2013,16-12-2013,21-12-2013
SO72671,274,7834,70,1,70,09-12-2013,16-12-2013,21-12-2013
SO72671,166,7834,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72672,295,5918,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72673,289,5726,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72673,279,5726,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72674,174,10309,22,1,22,09-12-2013,16-12-2013,21-12-2013
SO72674,246,10309,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72674,234,10309,24,1,24,09-12-2013,16-12-2013,21-12-2013
SO72675,289,8940,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72675,245,8940,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72675,166,8940,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72676,284,1752,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72676,289,1752,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72676,246,1752,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72676,166,1752,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72677,286,3817,25,1,25,09-12-2013,16-12-2013,21-12-2013
SO72677,290,3817,4,1,4,09-12-2013,16-12-2013,21-12-2013
SO72677,244,3817,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72678,174,8055,22,1,22,09-12-2013,16-12-2013,21-12-2013
SO72679,289,9064,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72679,282,9064,25,1,25,09-12-2013,16-12-2013,21-12-2013
SO72679,244,9064,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72680,295,13576,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72681,285,14793,21,1,21,09-12-2013,16-12-2013,21-12-2013
SO72681,278,14793,54,1,54,09-12-2013,16-12-2013,21-12-2013
SO72682,290,8486,4,1,4,09-12-2013,16-12-2013,21-12-2013
SO72682,259,8486,2,1,2,09-12-2013,16-12-2013,21-12-2013
SO72683,284,131,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72683,259,131,2,1,2,09-12-2013,16-12-2013,21-12-2013
SO72684,284,231,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72684,289,231,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72684,259,231,2,1,2,09-12-2013,16-12-2013,21-12-2013
SO72685,289,782,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72685,284,782,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72685,244,782,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72686,284,677,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72686,259,677,2,1,2,09-12-2013,16-12-2013,21-12-2013
SO72687,284,3726,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72687,289,3726,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72687,248,3726,50,1,50,09-12-2013,16-12-2013,21-12-2013
SO72688,174,5371,22,1,22,09-12-2013,16-12-2013,21-12-2013
SO72689,166,2413,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72690,250,1478,50,1,50,09-12-2013,16-12-2013,21-12-2013
SO72691,251,1551,50,1,50,09-12-2013,16-12-2013,21-12-2013
SO72691,279,1551,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72692,110,9003,540,1,540,09-12-2013,16-12-2013,21-12-2013
SO72692,104,9003,10,1,10,09-12-2013,16-12-2013,21-12-2013
SO72692,295,9003,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72692,244,9003,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72693,117,4526,769,1,769,09-12-2013,16-12-2013,21-12-2013
SO72693,168,4526,8,1,8,09-12-2013,16-12-2013,21-12-2013
SO72694,114,3027,565,1,565,09-12-2013,16-12-2013,21-12-2013
SO72694,174,3027,22,1,22,09-12-2013,16-12-2013,21-12-2013
SO72694,259,3027,2,1,2,09-12-2013,16-12-2013,21-12-2013
SO72695,110,9034,540,1,540,09-12-2013,16-12-2013,21-12-2013
SO72695,282,9034,25,1,25,09-12-2013,16-12-2013,21-12-2013
SO72695,259,9034,2,1,2,09-12-2013,16-12-2013,21-12-2013
SO72696,118,4429,769,1,769,09-12-2013,16-12-2013,21-12-2013
SO72696,166,4429,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72696,273,4429,70,1,70,09-12-2013,16-12-2013,21-12-2013
SO72697,123,7430,2320,1,2320,09-12-2013,16-12-2013,21-12-2013
SO72697,174,7430,22,1,22,09-12-2013,16-12-2013,21-12-2013
SO72698,124,7382,2320,1,2320,09-12-2013,16-12-2013,21-12-2013
SO72698,104,7382,10,1,10,09-12-2013,16-12-2013,21-12-2013
SO72698,295,7382,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72698,233,7382,24,1,24,09-12-2013,16-12-2013,21-12-2013
SO72699,151,16900,742,1,742,09-12-2013,16-12-2013,21-12-2013
SO72699,244,16900,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72700,121,5660,2295,1,2295,09-12-2013,16-12-2013,21-12-2013
SO72701,120,5662,2295,1,2295,09-12-2013,16-12-2013,21-12-2013
SO72701,246,5662,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72702,138,13599,1701,1,1701,09-12-2013,16-12-2013,21-12-2013
SO72702,290,13599,4,1,4,09-12-2013,16-12-2013,21-12-2013
SO72702,286,13599,25,1,25,09-12-2013,16-12-2013,21-12-2013
SO72702,247,13599,55,1,55,09-12-2013,16-12-2013,21-12-2013
SO72703,143,11200,2443,1,2443,09-12-2013,16-12-2013,21-12-2013
SO72703,295,11200,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72703,105,11200,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72703,247,11200,55,1,55,09-12-2013,16-12-2013,21-12-2013
SO72704,143,11202,2443,1,2443,09-12-2013,16-12-2013,21-12-2013
SO72704,287,11202,33,1,33,09-12-2013,16-12-2013,21-12-2013
SO72704,290,11202,4,1,4,09-12-2013,16-12-2013,21-12-2013
SO72704,245,11202,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72704,277,11202,54,1,54,09-12-2013,16-12-2013,21-12-2013
SO72705,134,16744,1120,1,1120,09-12-2013,16-12-2013,21-12-2013
SO72705,244,16744,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72706,111,2023,565,1,565,09-12-2013,16-12-2013,21-12-2013
SO72706,174,2023,22,1,22,09-12-2013,16-12-2013,21-12-2013
SO72706,168,2023,8,1,8,09-12-2013,16-12-2013,21-12-2013
SO72707,120,2974,2295,1,2295,09-12-2013,16-12-2013,21-12-2013
SO72707,247,2974,55,1,55,09-12-2013,16-12-2013,21-12-2013
SO72708,123,5638,2320,1,2320,09-12-2013,16-12-2013,21-12-2013
SO72708,259,5638,2,1,2,09-12-2013,16-12-2013,21-12-2013
SO72709,116,4583,769,1,769,09-12-2013,16-12-2013,21-12-2013
SO72709,283,4583,30,1,30,09-12-2013,16-12-2013,21-12-2013
SO72709,295,4583,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72709,278,4583,54,1,54,09-12-2013,16-12-2013,21-12-2013
SO72710,121,2110,2295,1,2295,09-12-2013,16-12-2013,21-12-2013
SO72710,247,2110,55,1,55,09-12-2013,16-12-2013,21-12-2013
SO72711,147,5821,742,1,742,09-12-2013,16-12-2013,21-12-2013
SO72711,295,5821,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72711,105,5821,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72711,260,5821,120,1,120,09-12-2013,16-12-2013,21-12-2013
SO72712,160,17132,2384,1,2384,09-12-2013,16-12-2013,21-12-2013
SO72712,105,17132,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72712,295,17132,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72712,244,17132,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72713,162,17071,2384,1,2384,09-12-2013,16-12-2013,21-12-2013
SO72713,244,17071,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72714,127,13292,540,1,540,09-12-2013,16-12-2013,21-12-2013
SO72715,126,11009,540,1,540,09-12-2013,16-12-2013,21-12-2013
SO72715,105,11009,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72715,295,11009,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72715,166,11009,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72716,128,13296,540,1,540,09-12-2013,16-12-2013,21-12-2013
SO72716,105,13296,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72716,295,13296,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72716,247,13296,55,1,55,09-12-2013,16-12-2013,21-12-2013
SO72717,135,7980,1701,1,1701,09-12-2013,16-12-2013,21-12-2013
SO72717,295,7980,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72717,105,7980,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72717,244,7980,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72718,135,8295,1701,1,1701,09-12-2013,16-12-2013,21-12-2013
SO72718,286,8295,25,1,25,09-12-2013,16-12-2013,21-12-2013
SO72718,290,8295,4,1,4,09-12-2013,16-12-2013,21-12-2013
SO72718,247,8295,55,1,55,09-12-2013,16-12-2013,21-12-2013
SO72718,244,8295,35,1,35,09-12-2013,16-12-2013,21-12-2013
SO72719,131,9967,1120,1,1120,09-12-2013,16-12-2013,21-12-2013
SO72720,132,9902,1120,1,1120,09-12-2013,16-12-2013,21-12-2013
SO72721,128,3717,540,1,540,09-12-2013,16-12-2013,21-12-2013
SO72721,105,3717,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72721,295,3717,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72721,168,3717,8,1,8,09-12-2013,16-12-2013,21-12-2013
SO72722,128,2608,540,1,540,09-12-2013,16-12-2013,21-12-2013
SO72722,234,2608,24,1,24,09-12-2013,16-12-2013,21-12-2013
SO72723,160,7178,2384,1,2384,09-12-2013,16-12-2013,21-12-2013
SO72723,291,7178,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72723,288,7178,29,1,29,09-12-2013,16-12-2013,21-12-2013
SO72724,129,16987,540,1,540,09-12-2013,16-12-2013,21-12-2013
SO72724,105,16987,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72724,295,16987,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72725,128,15919,540,1,540,09-12-2013,16-12-2013,21-12-2013
SO72725,105,15919,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72725,295,15919,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72725,275,15919,54,1,54,09-12-2013,16-12-2013,21-12-2013
SO72725,166,15919,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72726,126,15922,540,1,540,09-12-2013,16-12-2013,21-12-2013
SO72726,105,15922,9,1,9,09-12-2013,16-12-2013,21-12-2013
SO72726,295,15922,5,1,5,09-12-2013,16-12-2013,21-12-2013
SO72727,110,5686,540,1,540,10-12-2013,17-12-2013,22-12-2013
SO72727,282,5686,25,1,25,10-12-2013,17-12-2013,22-12-2013
SO72727,289,5686,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72727,246,5686,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72728,164,2971,2384,1,2384,10-12-2013,17-12-2013,22-12-2013
SO72728,244,2971,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72729,159,3021,2384,1,2384,10-12-2013,17-12-2013,22-12-2013
SO72729,275,3021,54,1,54,10-12-2013,17-12-2013,22-12-2013
SO72730,160,3031,2384,1,2384,10-12-2013,17-12-2013,22-12-2013
SO72730,246,3031,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72731,158,3032,2384,1,2384,10-12-2013,17-12-2013,22-12-2013
SO72731,245,3032,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72732,295,18194,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72732,104,18194,10,1,10,10-12-2013,17-12-2013,22-12-2013
SO72732,245,18194,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72733,291,17931,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72733,259,17931,2,1,2,10-12-2013,17-12-2013,22-12-2013
SO72733,168,17931,8,1,8,10-12-2013,17-12-2013,22-12-2013
SO72734,290,18062,4,1,4,10-12-2013,17-12-2013,22-12-2013
SO72735,260,2636,120,1,120,10-12-2013,17-12-2013,22-12-2013
SO72736,277,6059,54,1,54,10-12-2013,17-12-2013,22-12-2013
SO72737,123,9717,2320,1,2320,10-12-2013,17-12-2013,22-12-2013
SO72737,174,9717,22,1,22,10-12-2013,17-12-2013,22-12-2013
SO72737,166,9717,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72738,117,5532,769,1,769,10-12-2013,17-12-2013,22-12-2013
SO72738,283,5532,30,1,30,10-12-2013,17-12-2013,22-12-2013
SO72738,289,5532,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72738,246,5532,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72738,166,5532,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72739,116,5542,769,1,769,10-12-2013,17-12-2013,22-12-2013
SO72739,174,5542,22,1,22,10-12-2013,17-12-2013,22-12-2013
SO72739,247,5542,55,1,55,10-12-2013,17-12-2013,22-12-2013
SO72740,113,5289,565,1,565,10-12-2013,17-12-2013,22-12-2013
SO72740,174,5289,22,1,22,10-12-2013,17-12-2013,22-12-2013
SO72741,290,18132,4,1,4,10-12-2013,17-12-2013,22-12-2013
SO72742,290,18051,4,1,4,10-12-2013,17-12-2013,22-12-2013
SO72742,244,18051,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72742,233,18051,24,1,24,10-12-2013,17-12-2013,22-12-2013
SO72743,104,6372,10,1,10,10-12-2013,17-12-2013,22-12-2013
SO72743,295,6372,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72744,283,12127,30,1,30,10-12-2013,17-12-2013,22-12-2013
SO72744,289,12127,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72744,259,12127,2,1,2,10-12-2013,17-12-2013,22-12-2013
SO72744,168,12127,8,1,8,10-12-2013,17-12-2013,22-12-2013
SO72745,104,11008,10,1,10,10-12-2013,17-12-2013,22-12-2013
SO72745,246,11008,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72746,104,10281,10,1,10,10-12-2013,17-12-2013,22-12-2013
SO72746,295,10281,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72746,235,10281,24,1,24,10-12-2013,17-12-2013,22-12-2013
SO72747,273,20,70,1,70,10-12-2013,17-12-2013,22-12-2013
SO72747,278,20,54,1,54,10-12-2013,17-12-2013,22-12-2013
SO72748,295,14091,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72748,247,14091,55,1,55,10-12-2013,17-12-2013,22-12-2013
SO72748,168,14091,8,1,8,10-12-2013,17-12-2013,22-12-2013
SO72749,295,6274,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72749,166,6274,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72749,276,6274,54,1,54,10-12-2013,17-12-2013,22-12-2013
SO72750,295,5649,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72750,259,5649,2,1,2,10-12-2013,17-12-2013,22-12-2013
SO72751,295,6132,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72752,289,4361,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72753,174,2858,22,1,22,10-12-2013,17-12-2013,22-12-2013
SO72753,104,2858,10,1,10,10-12-2013,17-12-2013,22-12-2013
SO72753,295,2858,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72753,280,2858,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72754,174,2476,22,1,22,10-12-2013,17-12-2013,22-12-2013
SO72754,244,2476,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72755,174,2728,22,1,22,10-12-2013,17-12-2013,22-12-2013
SO72755,249,2728,50,1,50,10-12-2013,17-12-2013,22-12-2013
SO72755,166,2728,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72756,286,10825,25,1,25,10-12-2013,17-12-2013,22-12-2013
SO72756,259,10825,2,1,2,10-12-2013,17-12-2013,22-12-2013
SO72757,287,1825,33,1,33,10-12-2013,17-12-2013,22-12-2013
SO72757,290,1825,4,1,4,10-12-2013,17-12-2013,22-12-2013
SO72757,168,1825,8,1,8,10-12-2013,17-12-2013,22-12-2013
SO72758,174,8056,22,1,22,10-12-2013,17-12-2013,22-12-2013
SO72758,295,8056,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72758,104,8056,10,1,10,10-12-2013,17-12-2013,22-12-2013
SO72758,279,8056,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72759,286,5404,25,1,25,10-12-2013,17-12-2013,22-12-2013
SO72759,290,5404,4,1,4,10-12-2013,17-12-2013,22-12-2013
SO72759,280,5404,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72760,290,14790,4,1,4,10-12-2013,17-12-2013,22-12-2013
SO72760,285,14790,21,1,21,10-12-2013,17-12-2013,22-12-2013
SO72761,295,13700,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72761,234,13700,24,1,24,10-12-2013,17-12-2013,22-12-2013
SO72762,291,5039,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72762,247,5039,55,1,55,10-12-2013,17-12-2013,22-12-2013
SO72763,291,14476,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72763,244,14476,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72764,174,5498,22,1,22,10-12-2013,17-12-2013,22-12-2013
SO72764,245,5498,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72764,235,5498,24,1,24,10-12-2013,17-12-2013,22-12-2013
SO72765,289,3587,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72765,284,3587,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72766,174,6510,22,1,22,10-12-2013,17-12-2013,22-12-2013
SO72766,104,6510,10,1,10,10-12-2013,17-12-2013,22-12-2013
SO72766,295,6510,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72766,234,6510,24,1,24,10-12-2013,17-12-2013,22-12-2013
SO72767,123,7579,2320,1,2320,10-12-2013,17-12-2013,22-12-2013
SO72767,174,7579,22,1,22,10-12-2013,17-12-2013,22-12-2013
SO72767,104,7579,10,1,10,10-12-2013,17-12-2013,22-12-2013
SO72768,106,9005,540,1,540,10-12-2013,17-12-2013,22-12-2013
SO72768,104,9005,10,1,10,10-12-2013,17-12-2013,22-12-2013
SO72768,295,9005,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72768,244,9005,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72769,120,7498,2295,1,2295,10-12-2013,17-12-2013,22-12-2013
SO72769,245,7498,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72770,120,7387,2295,1,2295,10-12-2013,17-12-2013,22-12-2013
SO72770,295,7387,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72770,104,7387,10,1,10,10-12-2013,17-12-2013,22-12-2013
SO72771,124,7399,2320,1,2320,10-12-2013,17-12-2013,22-12-2013
SO72771,166,7399,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72771,174,7399,22,1,22,10-12-2013,17-12-2013,22-12-2013
SO72772,158,14458,2384,1,2384,10-12-2013,17-12-2013,22-12-2013
SO72772,288,14458,29,1,29,10-12-2013,17-12-2013,22-12-2013
SO72772,291,14458,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72772,259,14458,2,1,2,10-12-2013,17-12-2013,22-12-2013
SO72773,126,2,540,1,540,10-12-2013,17-12-2013,22-12-2013
SO72773,295,2,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72773,105,2,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72773,244,2,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72774,123,5630,2320,1,2320,10-12-2013,17-12-2013,22-12-2013
SO72774,284,5630,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72775,120,5637,2295,1,2295,10-12-2013,17-12-2013,22-12-2013
SO72775,246,5637,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72775,234,5637,24,1,24,10-12-2013,17-12-2013,22-12-2013
SO72776,149,264,742,1,742,10-12-2013,17-12-2013,22-12-2013
SO72776,105,264,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72776,235,264,24,1,24,10-12-2013,17-12-2013,22-12-2013
SO72776,295,264,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72777,165,12115,2384,1,2384,10-12-2013,17-12-2013,22-12-2013
SO72777,291,12115,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72777,288,12115,29,1,29,10-12-2013,17-12-2013,22-12-2013
SO72778,162,14015,2384,1,2384,10-12-2013,17-12-2013,22-12-2013
SO72778,245,14015,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72779,160,17072,2384,1,2384,10-12-2013,17-12-2013,22-12-2013
SO72779,166,17072,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72780,126,12872,540,1,540,10-12-2013,17-12-2013,22-12-2013
SO72780,105,12872,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72780,295,12872,5,1,5,10-12-2013,17-12-2013,22-12-2013
SO72780,260,12872,120,1,120,10-12-2013,17-12-2013,22-12-2013
SO72781,135,7104,1701,1,1701,10-12-2013,17-12-2013,22-12-2013
SO72781,246,7104,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72782,137,8003,1701,1,1701,10-12-2013,17-12-2013,22-12-2013
SO72782,290,8003,4,1,4,10-12-2013,17-12-2013,22-12-2013
SO72782,286,8003,25,1,25,10-12-2013,17-12-2013,22-12-2013
SO72783,135,11636,1701,1,1701,10-12-2013,17-12-2013,22-12-2013
SO72783,286,11636,25,1,25,10-12-2013,17-12-2013,22-12-2013
SO72783,259,11636,2,1,2,10-12-2013,17-12-2013,22-12-2013
SO72784,132,14637,1120,1,1120,10-12-2013,17-12-2013,22-12-2013
SO72784,276,14637,54,1,54,10-12-2013,17-12-2013,22-12-2013
SO72785,128,17693,540,1,540,10-12-2013,17-12-2013,22-12-2013
SO72786,160,996,2384,1,2384,10-12-2013,17-12-2013,22-12-2013
SO72786,235,996,24,1,24,10-12-2013,17-12-2013,22-12-2013
SO72786,246,996,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72787,162,2960,2384,1,2384,10-12-2013,17-12-2013,22-12-2013
SO72787,278,2960,54,1,54,10-12-2013,17-12-2013,22-12-2013
SO72787,166,2960,9,1,9,10-12-2013,17-12-2013,22-12-2013
SO72788,128,17120,540,1,540,10-12-2013,17-12-2013,22-12-2013
SO72788,244,17120,35,1,35,10-12-2013,17-12-2013,22-12-2013
SO72789,282,2970,25,1,25,11-12-2013,18-12-2013,23-12-2013
SO72789,259,2970,2,1,2,11-12-2013,18-12-2013,23-12-2013
SO72790,290,4241,4,1,4,11-12-2013,18-12-2013,23-12-2013
SO72790,286,4241,25,1,25,11-12-2013,18-12-2013,23-12-2013
SO72790,246,4241,35,1,35,11-12-2013,18-12-2013,23-12-2013
SO72791,290,7280,4,1,4,11-12-2013,18-12-2013,23-12-2013
SO72791,287,7280,33,1,33,11-12-2013,18-12-2013,23-12-2013
SO72791,246,7280,35,1,35,11-12-2013,18-12-2013,23-12-2013
SO72791,233,7280,24,1,24,11-12-2013,18-12-2013,23-12-2013
SO72792,166,914,9,1,9,11-12-2013,18-12-2013,23-12-2013
SO72793,141,246,2443,1,2443,11-12-2013,18-12-2013,23-12-2013
SO72793,105,246,9,1,9,11-12-2013,18-12-2013,23-12-2013
SO72794,122,10517,2295,1,2295,11-12-2013,18-12-2013,23-12-2013
SO72794,174,10517,22,1,22,11-12-2013,18-12-2013,23-12-2013
SO72794,259,10517,2,1,2,11-12-2013,18-12-2013,23-12-2013
SO72795,118,3828,769,1,769,11-12-2013,18-12-2013,23-12-2013
SO72795,272,3828,70,1,70,11-12-2013,18-12-2013,23-12-2013
SO72795,248,3828,50,1,50,11-12-2013,18-12-2013,23-12-2013
SO72796,123,10829,2320,1,2320,11-12-2013,18-12-2013,23-12-2013
SO72796,259,10829,2,1,2,11-12-2013,18-12-2013,23-12-2013
SO72797,115,5270,565,1,565,11-12-2013,18-12-2013,23-12-2013
SO72797,289,5270,5,1,5,11-12-2013,18-12-2013,23-12-2013
SO72797,282,5270,25,1,25,11-12-2013,18-12-2013,23-12-2013
SO72797,259,5270,2,1,2,11-12-2013,18-12-2013,23-12-2013
SO72798,290,331,4,1,4,11-12-2013,18-12-2013,23-12-2013
